3.226897279192659784e-01,3.030387420100547624e-01,3.371302018536919687e-01,2.806822250092507187e-01,4.082443405649461843e-01,2.945310496510847864e-01,3.932788594678336414e-01,3.596577714252453539e-01,3.320314626938669633e-01,3.423113630143957420e-01,4.496561858121811972e-01,3.019171434729899794e-01,3.065265320351707179e-01,5.245848965947892406e-01,3.934373083013992245e-01,2.685056681626143416e-01,4.503370478451663161e-01,3.630838671886221225e-01,2.996188803677147794e-01,4.433893212381165849e-01,3.952378057832598990e-01,3.560874765817713672e-01,3.298865704582288338e-01,5.598693250225181828e-01,3.839118851571337032e-01,4.057217586644910057e-01,3.909540206928881489e-01,3.461332363044491989e-01,3.283321706130232776e-01,2.744638854879949963e-01,3.837505790831805541e-01,3.589208137310611613e-01,3.865418847395843405e-01,3.158656454343143904e-01,2.882373643520824147e-01,3.105829339891650887e-01,4.474680272783143620e-01,3.291265884663565067e-01,5.553859831664897939e-01,3.717768575131731312e-01,3.238512067796343041e-01,4.051318059573847385e-01,3.984625000544952944e-01,3.699051519505144325e-01,3.554528279050000461e-01,3.254947232181046868e-01,3.533306402398025403e-01,5.042259888575211235e-01,5.221505516426456772e-01,3.376808752816467529e-01
3.349923647453967868e-01,1.735786485376301091e-01,2.764164433052855308e-01,2.895017315361474441e-01,3.978086447356173894e-01,2.391971519355131359e-01,2.987288874208063882e-01,2.994908358323372655e-01,3.258810943559464213e-01,3.483726282093626558e-01,4.161569606283487266e-01,3.339466867603778644e-01,3.107057891856815357e-01,5.703482769231440486e-01,2.680096327607892071e-01,2.663327694210667063e-01,4.201118928172903333e-01,3.347527658351014956e-01,2.917945697124991744e-01,4.239582448750983668e-01,4.025012331619331474e-01,3.575136162388083960e-01,3.710361356243209729e-01,5.357105427349153626e-01,3.474084306133237154e-01,3.969954688236107532e-01,4.334935373391227142e-01,3.518709874051972886e-01,3.722723424083567156e-01,2.562875988917120429e-01,3.653014316921692761e-01,4.087604283380831260e-01,4.068392750815778558e-01,2.971323295050708468e-01,2.719682942264763370e-01,2.990345540226908572e-01,4.061265509190399303e-01,3.091060119494661862e-01,6.293499580949687422e-01,4.185298807218885697e-01,2.377454801997538614e-01,3.414205985456097436e-01,3.770592292367034304e-01,3.787912805442660291e-01,3.711251700845092372e-01,2.605214653603964425e-01,3.456279229415536447e-01,4.504186155779159595e-01,5.630315825190185253e-01,3.525930046214483804e-01
4.253660722939572869e-01,3.903892294930209617e-01,4.716239570719658047e-01,4.344302939912303985e-01,5.519805644177531168e-01,3.752121837050494957e-01,4.360890597981335604e-01,3.553873294967455077e-01,4.537361425727109432e-01,4.796384717796040031e-01,4.715951310000294772e-01,3.932105545998967888e-01,4.155158707793569217e-01,5.671817992540164610e-01,4.359194096101982607e-01,3.536427922524532086e-01,4.658441933226526444e-01,4.108370851036585170e-01,4.626221103804157297e-01,4.889574636967395360e-01,4.600845390548811142e-01,3.892423868147887323e-01,5.255620637533563455e-01,6.796985477812832466e-01,4.848739010461241006e-01,4.338147738848025514e-01,4.903834203688247073e-01,3.913708085361140010e-01,4.668509051274720156e-01,4.011257397094130650e-01,3.986000608748287433e-01,3.596738499838775249e-01,5.119225347603756360e-01,4.262046400365581689e-01,4.088146632267548042e-01,3.280356757774789966e-01,4.839451137054303631e-01,3.890872293757722256e-01,5.803500291440737424e-01,4.685302004710768520e-01,4.046649934761949452e-01,3.978341753032115791e-01,4.631131339810267700e-01,4.446329161967217392e-01,4.574169523743562005e-01,4.246670914958901588e-01,4.275447541064293921e-01,6.337671109161161498e-01,6.151006845523705469e-01,4.385388095170608680e-01
2.846050427388042148e-01,2.777223561852742439e-01,3.438173017163049794e-01,2.730714918932757307e-01,4.164776739606154687e-01,2.942716552603488744e-01,4.080885506149243835e-01,3.652488824010300394e-01,3.079253766682136240e-01,3.849756078578410734e-01,3.720745236300481151e-01,2.355167183751946669e-01,3.166158312259968466e-01,5.015091739009146510e-01,3.921866240987560426e-01,3.038986687057008140e-01,4.668592496287314875e-01,3.304302531221482986e-01,2.875218397564969774e-01,4.625553410951922517e-01,3.840856591212915561e-01,3.089974818800211298e-01,3.587559773726793355e-01,6.077110439205882786e-01,3.890907926074080314e-01,4.302761758633165123e-01,3.904656934556169912e-01,3.415918272883909923e-01,3.450338463504473152e-01,3.127134273457430891e-01,3.640399293339395270e-01,4.049459203467499768e-01,3.855948466820777742e-01,3.250226069528910910e-01,2.939776564970190686e-01,3.337367049493552007e-01,4.594557424280772406e-01,3.111005324775477088e-01,5.188184272696900745e-01,3.524067750382788855e-01,3.538437107330870690e-01,4.119827722247761947e-01,3.874529580963745889e-01,3.596921264662975570e-01,2.961004998217828810e-01,3.369359803327487968e-01,3.113062322383040037e-01,5.140253232709718345e-01,5.776654737626889524e-01,3.906508249529347387e-01
3.220646638248155780e-01,3.052284481909350311e-01,3.076919036654544581e-01,3.212741810149985500e-01,4.059760241828572203e-01,3.493471094043810177e-01,4.032436808193634037e-01,3.857588109041719115e-01,3.968611138813478711e-01,4.022681398928501517e-01,4.634073106168667411e-01,3.479221896470689468e-01,3.263344293585229705e-01,5.840001612607449433e-01,4.391301038728711581e-01,3.308057506154389316e-01,4.585578243082139016e-01,4.277986890443152279e-01,3.716061401630069705e-01,4.396011711695326230e-01,4.334717696913472640e-01,3.894740661458954700e-01,3.985302878523030445e-01,5.727801745595246796e-01,4.718245020793658817e-01,4.245735627273943824e-01,4.510422942439045735e-01,4.406239546857395051e-01,3.821787113583151596e-01,2.970212909121012212e-01,2.758399036929122805e-01,3.995144369035437126e-01,3.849702908011817803e-01,3.313011934447421813e-01,3.130123428222078008e-01,3.537060871681904084e-01,4.727211765911385477e-01,3.283664131024166544e-01,5.815534756519081805e-01,3.956730090693874047e-01,3.705160828478608059e-01,4.386889038835902754e-01,4.167772461317696964e-01,3.989486418500710618e-01,3.852259963158179978e-01,3.790182580282041025e-01,3.377017581080986042e-01,5.344381169843273049e-01,4.360717364885412506e-01,3.751036396760805136e-01
4.629735313245812445e-01,3.861447464533532270e-01,4.239503032351466527e-01,3.955413739708427134e-01,5.160679870632212118e-01,3.304244441026332191e-01,4.800738619129668039e-01,5.013196519670185536e-01,5.272498034907601161e-01,4.143422398167169174e-01,4.632695276372031379e-01,3.953161915910148871e-01,4.211511890525364565e-01,5.031195976005157222e-01,4.751397682463260885e-01,3.126749572883377737e-01,5.354381801134450169e-01,4.190720623350395746e-01,4.222179593643794471e-01,5.004788050368625951e-01,4.081129178579562811e-01,4.151780468878588093e-01,4.282457302692107559e-01,7.144393525411657508e-01,3.498618545877795749e-01,4.913899980500724962e-01,4.089653312519701545e-01,4.686777712279744379e-01,3.967291373136275778e-01,4.385466925186120024e-01,3.858969446064580699e-01,3.935979945750979758e-01,4.072149367397679964e-01,4.184829066876372683e-01,4.116330993831738838e-01,3.301116795653900038e-01,5.443195201437013298e-01,4.046417394004892532e-01,5.306192574098450576e-01,4.176895488627005437e-01,3.890375935153311815e-01,4.637282467541936071e-01,4.322858189364747195e-01,4.438769006267667683e-01,4.112816480461238267e-01,3.628230906243467002e-01,4.681317837680582516e-01,6.113778095201577445e-01,5.956940489122433124e-01,4.046653149176268616e-01
2.818017664670070532e-01,2.046838299107536785e-01,3.029372788529137162e-01,2.853134313734169147e-01,3.726158928391181679e-01,2.450259357502252988e-01,2.515031867394386667e-01,2.408215487431440427e-01,3.271646932389578599e-01,3.112780059761435791e-01,3.403059193581500219e-01,2.804020509350288459e-01,2.202735156312471965e-01,4.595217752336583361e-01,2.637327486687810474e-01,1.995202466497067173e-01,3.882735216343943807e-01,2.687336784701442327e-01,3.092322495614943101e-01,3.787638782436852369e-01,3.464141154019820257e-01,2.623875098759015922e-01,4.142879539859348204e-01,5.178144616930594468e-01,2.757083184168122036e-01,3.303344501804010847e-01,3.178488771921836320e-01,2.768480166292302536e-01,3.021730834232838059e-01,2.706049475880151212e-01,4.087569142600920302e-01,3.191490444581104868e-01,3.698687477576536597e-01,2.385388251263824977e-01,2.743126800115711084e-01,2.610279310599623592e-01,3.482306070436544387e-01,2.453897332733888381e-01,5.148438941773589850e-01,3.075513520413710733e-01,2.305974147166107435e-01,2.893106579288828861e-01,3.129889551867602315e-01,2.584008378066368627e-01,3.813079991191919982e-01,2.399260623252300606e-01,3.640585681460034584e-01,4.346549461952738946e-01,5.120539024569912279e-01,2.904079511900573562e-01
3.494030790646171503e-01,2.812208740203089863e-01,3.542244342503780841e-01,4.028161201098249822e-01,5.061572140165967459e-01,3.313399873738135937e-01,3.168647188146318516e-01,2.587799053955975315e-01,3.453279750728285302e-01,4.206666741610551319e-01,4.745792925511944094e-01,3.763015105334449606e-01,3.828980230805093532e-01,6.578423145080943835e-01,3.150940293816042459e-01,3.319151101896180012e-01,3.848372728462861048e-01,4.023408618636368783e-01,3.811467126675826544e-01,4.417100630198089184e-01,3.960934866858783487e-01,4.089794827836718549e-01,4.523427861569778163e-01,5.177438908922430416e-01,4.424173223651221565e-01,3.950140645795259253e-01,4.599600479154488109e-01,4.017969060716322649e-01,4.237677687255019254e-01,3.447347160994512216e-01,4.624751247566254997e-01,4.196920299004751609e-01,5.284931520021636242e-01,3.173238261966996321e-01,3.451797562407732389e-01,3.186936350782937910e-01,4.220005438145468801e-01,3.672945825619976512e-01,6.872874678829797856e-01,4.847628845142841758e-01,3.133623842009404803e-01,4.176736268751257697e-01,4.740642144339226038e-01,4.434853111507952583e-01,3.757692726296707475e-01,3.404797442503922356e-01,4.044805359716597271e-01,5.114516354191936953e-01,6.083785241749611883e-01,3.627846907297020973e-01
3.659020769702949205e-01,2.415823321228168785e-01,3.653843073295812705e-01,3.717039896803777110e-01,3.497093177382162854e-01,3.052193710693494877e-01,3.685308871308544121e-01,4.038913522460613748e-01,4.176630785095454268e-01,3.451949681051034724e-01,4.563738540552603751e-01,3.785311934786382282e-01,3.347632746064500009e-01,5.005702261966046285e-01,3.491039896318565705e-01,3.021287027356939769e-01,5.261480992582295846e-01,3.603291085913495340e-01,3.468194136418832341e-01,4.679728936741799350e-01,4.727017318170456672e-01,3.539125784059707347e-01,4.274013345755079962e-01,5.830383308416976496e-01,4.177523937966868828e-01,3.535104778511509727e-01,4.627220360201486637e-01,3.905274193429388863e-01,3.792468410027527992e-01,3.173992090695331170e-01,3.428288079003781741e-01,4.218828413973463309e-01,3.994927569223497010e-01,4.049946554962859380e-01,2.265697045541105181e-01,3.716127921538086021e-01,5.057119841828370266e-01,3.681332119124650082e-01,5.865540722781408256e-01,4.202735791006175781e-01,3.256792495968235945e-01,3.770047401165694256e-01,3.840253976829531846e-01,3.438665240795028000e-01,4.470790153847888915e-01,2.646519081741621759e-01,3.704715064324681228e-01,5.131756985971788199e-01,6.084556866932865349e-01,3.724733466993581654e-01
5.440542396003066328e-01,5.108934332192512917e-01,4.780297284901987021e-01,5.122991332389664754e-01,6.211272150264541825e-01,4.884389829271321704e-01,5.982325823343019877e-01,6.218037855389613178e-01,5.166101792420644268e-01,5.091216716819045862e-01,5.859775779258494799e-01,4.877016956115842183e-01,4.935403637621071371e-01,7.027908936447438970e-01,5.366666194425748770e-01,4.921894965272957667e-01,6.546284027268757244e-01,4.932934195349618633e-01,4.792625924041050700e-01,7.709038102103901169e-01,6.070418148366523159e-01,5.311834329161282398e-01,5.544700354745751847e-01,6.949148364833116487e-01,4.416469348718249921e-01,4.845533121737372606e-01,5.491228314214614548e-01,4.824565722737101936e-01,4.793715414331867763e-01,5.174804628638505211e-01,5.210183722548739071e-01,6.070533696640448840e-01,5.743870501969268183e-01,5.442189699365610478e-01,5.192767764532032482e-01,5.728229354708794796e-01,5.295512437120729610e-01,5.746961944192594540e-01,6.962090483219135484e-01,5.374941744983234848e-01,4.163538818669699770e-01,5.510864002102004999e-01,6.170879051300095508e-01,5.214859941926642817e-01,5.254393790178417678e-01,4.262769630415214617e-01,6.337999999485434133e-01,7.955694713877495827e-01,7.834356884679433142e-01,4.778482923520154246e-01
